id,title,body,category,priority
TK-201,Problema con la gestione documenti e permessi accesso,"Gentile supporto, vi contatto per segnalare un problema relativo all'accesso ai file condivisi. Non riesco a scaricare alcuni documenti che richiedono una specifica autorizzazione amministrativa. Potreste verificare i miei permessi utente in merito? Grazie.",Amministrazione,Bassa
TK-202,Problema con l'accesso al sistema di gestione clienti,Ho bisogno di fare una call su questo subito. Non riesco ad accedere all'area riservata per finalizzare un preventivo urgente. Mi è bloccato il profilo e devo chiudere questa vendita oggi stesso.,Commerciale,Alta
TK-203,Non funziona l'accesso ai dati contabili del Q3,"Salve, non capisco perché mi venga chiesto di reimpostare la password ogni volta che accedo al sistema. Sono un professionista e ho già configurato tutto correttamente settimane fa. Basta risolvere questo problema subito.",Amministrazione,Bassa
TK-204,Aiuto: Problema con la fatturazione del mese scorso,"Ho un problema: non riesco a scaricare le ultime fatture online. Potreste indicarmi come procedere, perché sono un utente principiante su questa funzione? Grazie mille.",Commerciale,Bassa
TK-205,Problema con accesso al database di produzione,Ho bisogno di fare una call su questo problema. Non riesco ad autenticarmi sul sistema principale per la gestione dei dati clienti. Potete verificare l'accesso utente o se ci sono stati cambiamenti recenti alle credenziali? Grazie.,Tecnico,Alta
TK-206,Urgente: non va l'accesso al portale aziendale dopo aggiornamento,"Scusate il disturbo. Non riesco ad accedere al portale aziendale da stamattina, nonostante abbia verificato le credenziali multiple volte. Potreste gentilmente verificare lo stato del mio account? Grazie.",Amministrazione,Media
TK-207,Verifica documentazione spese viaggio - Rif. fattura 4567,"Gentile supporto, vi contatto per richiedere un chiarimento relativo alla procedura di rendicontazione delle spese aziendali. Nello specifico, ho riscontrato discrepanze nell'applicazione del regime fiscale su alcuni documenti allegati. Potreste gentilmente indicarmi la documentazione necessaria per procedere con l'aggiornamento della pratica? Grazie.",Amministrazione,Bassa
TK-208,Mancato funzionamento accesso dati clienti dopo aggiornamento sistema,"Non so più che fare... Dunque, ho fatto l'aggiornamento ieri sera come mi è stato detto. Ora non riesco ad accedere ai vecchi dati dei clienti dal modulo X. Potete controllare se c'è qualche problema di sincronizzazione o magari un passaggio manuale da fare? Grazie.",Commerciale,Bassa
TK-209,Mancato funzionamento accesso area clienti dopo aggiornamento,"Creo questo ticket per un problema urgente. Non riesco ad accedere alla mia area cliente da stamattina e ho bisogno di risolvere subito perché devo inviare la documentazione entro oggi pomeriggio. Potete controllare cosa non va? Grazie, sono Marco Rossi.",Amministrazione,Alta
TK-210,Richiesta chiarimenti sul flusso di dati tra i moduli XYZ e ABC,"Ciao. Ho un problema che mi sta dando fastidio da stamattina. Non riesco a far sincronizzare correttamente le variabili dei due report, anche se ho controllato tutti i permessi utente. Potreste darmi una mano con la mappatura o devo rivedere qualche impostazione di rete? Grazie.",Tecnico,Media
TK-211,Errore con l'accesso al portale clienti dopo aggiornamento,"Dopo l'ultimo aggiornamento non riesco proprio a entrare nel portale. Mi dà sempre errore e devo fare un sacco di passaggi inutili per accedere. Potete dare un'occhiata, grazie.",Commerciale,Bassa
TK-212,Bloccato su procedura di approvazione spese viaggio,"Ho necessità di segnalare un problema relativo alla gestione delle note spese. Sto tentando di finalizzare la richiesta per il viaggio a Milano, ma il sistema mi restituisce costantemente l'errore 503 quando clicco su 'Invio'. Ho verificato che tutti i campi obbligatori siano compilati correttamente e ho provato con un browser diverso senza successo. Potreste verificare se ci sono problemi di backend o se è necessario aggiornare le mie credenziali per completare la procedura?",Amministrazione,Media
TK-213,Info per l'accesso al sistema CRM dopo aggiornamento,"Ho bisogno di fare una call su questo problema subito. Non riesco ad accedere al CRM da stamattina, e ho un meeting tra poco con i clienti che non posso rimandare. Mi sembra assurdo dover chiamarvi per qualcosa che dovrebbe funzionare senza problemi dopo l'ultimo aggiornamento.",Tecnico,Bassa
TK-214,Bloccato su gestione preventivi per nuovi clienti,"Buongiorno. Ho bisogno di assistenza riguardo alla creazione e invio dei preventivi per i nuovi clienti. Non riesco a trovare la procedura corretta nel sistema, anche se ho seguito alcuni tutorial online. Potete indicarmi i passaggi da seguire o se c'è un limite che non conosco?",Commerciale,Bassa
TK-215,Mancato funzionamento accesso area clienti dopo aggiornamento,"Ho un problema: non riesco ad accedere all'area riservata del portale oggi pomeriggio. Ho provato a resettare la password ma mi dà sempre errore. Potete controllare se c'è qualche blocco sul mio account, per favore? Sono Luca Bianchi.",Amministrazione,Alta
TK-216,Richiesta chiarimenti sul preventivo per XYZ,"Ciao! Scusa se disturbo. Volevo capire un po' meglio il preventivo che mi avete mandato ieri, non ho capito bene la parte dei costi aggiuntivi. Sono super principiante su queste cose e mi fate un favore se me lo spiegate con calma? Grazie mille!",Commerciale,Bassa
TK-217,Assistenza immediata per problemi di sincronizzazione dati tra due dispositivi,"Creo questo ticket perché ho notato che i miei file non si aggiornano correttamente quando sposto da PC a tablet. Non so se è un problema del sistema o della connessione, ma mi serve capire come farlo funzionare bene. Grazie in anticipo.",Tecnico,Bassa
TK-218,Non va l'accesso al sistema CRM,"Creo questo ticket perché ho problemi a entrare nel CRM. Mi dà un errore di autenticazione ogni volta che proviamo ad accedere, anche se le credenziali sono corrette. Non so esattamente cosa sia successo prima, ma non riesco proprio a procedere.",Tecnico,Media
TK-219,Bloccato su accesso ai permessi di amministrazione utente,"Buongiorno. Ho bisogno urgentemente di rivedere i permessi amministrativi assegnati a un account specifico. Il sistema mi sta bloccando l'accesso con un errore 403, nonostante abbia verificato le credenziali e il ruolo. Potreste verificare la configurazione dei diritti utente per lo staff IT? Grazie.",Amministrazione,Alta
TK-220,Richiesta urgente: Non mi arriva l'ultimo preventivo commerciale,"Potete dare un occhiata a questo problema? Ho provato a rifare la richiesta ma non so se sia corretto. Mi serve il preventivo per oggi pomeriggio, grazie.",Commerciale,Media
TK-221,Aiuto: Problemi di accesso ai moduli amministrativi,"Gentile supporto, vi contatto per un problema che mi sta bloccando. Non riesco ad accedere correttamente ai moduli interni e ho già provato a cancellare i cookie senza successo. Mi serve una soluzione immediata perché devo chiudere queste pratiche oggi stesso.",Amministrazione,Bassa
TK-222,Non va la sincronizzazione dei dati tra i due sistemi,"Ciao, ho notato che non riesco a far aggiornare automaticamente le informazioni dal sistema A al sistema B. Potreste verificare se c'è un problema di connettività o qualche configurazione da rivedere? Grazie.",Tecnico,Bassa
TK-223,Non va a funzionare lo scontrino online,"Ciao, scusa che ti disturbo. Non riesco proprio a capire come funziona questa cosa dello scontrino digitale. Mi sembra troppo complicato e non so dove devo cliccare per scaricarlo. Aiuto, per favore?",Commerciale,Bassa
TK-224,Assistenza immediata per non riesco ad accedere al sistema,"Salve, da stamattina non riesco proprio a entrare nel sistema. Ho provato tutto quello che so ma continua a darmi errore. Mi serve una soluzione subito.",Tecnico,Media
TK-225,Aiuto: Non riesco a capire i costi di questa promozione,"Gentile supporto, vi contatto perché non capisco proprio questi costi aggiuntivi che mi state inviando. Ho guardato la vostra pagina ed è un casino totale. Potete spiegarmi subito cosa devo pagare? Sono già molto arrabbiato per questa confusione.",Commerciale,Media
TK-226,Errore accesso credenziali amministratore,"Buongiorno. Ho un problema serio subito con l'accesso al pannello di controllo. Non riesco a recuperare le credenziali amministrative che mi servono per finalizzare il report trimestrale. Potete darmi una mano urgentemente, vi prego.",Amministrazione,Alta
TK-227,Problema con l'accesso ai prezzi per i nuovi clienti,"Da stamattina sto provando a caricare la lista di preventivi ma mi dà sempre errore. Non capisco perché non riesco ad accedere alla sezione dei listini aggiornati. Ho bisogno che questo venga risolto subito, ho appuntamenti importanti e voi non fate nulla.",Commerciale,Alta
TK-228,Bloccato su accesso al sistema CRM dopo l'ultimo aggiornamento,Salve. Non capisco perché non riesca ad accedere al sistema da stamattina. Ho provato a resettare la password ma continua a darmi errore. Questo è un problema che mi blocca completamente il lavoro.,Tecnico,Bassa
TK-229,Problema con accesso dati contabili ultimo trimestre,Buongiorno! Eccomi di nuovo. Ho notato che l'accesso ai dati contabili dell'ultimo trimestre non è operativo tramite il portale usuale. Potreste verificare la disponibilità o indicarmi la procedura corretta per recuperare queste informazioni? Grazie.,Amministrazione,Alta
TK-230,Non funziona la sincronizzazione dei dati tra i sistemi legacy e l'API di terze parti,"Non so più che fare. Ho verificato tutte le credenziali e il flusso API è stabile, ma lo scambio dati tra il sistema A e quello B fallisce costantemente con un errore 403 non specificato. Potete gentilmente analizzare i log lato server per capire dove si blocca l'autenticazione?",Commerciale,Media
TK-231,Errore nell'accesso al report di vendita Q3,"Buongiorno, vorrei segnalare un problema con l'estrazione dei dati del report di vendita per il terzo trimestre. Non riesco ad accedere ai parametri corretti e ho bisogno di assistenza per la configurazione. Potete verificare se c'è qualche aggiornamento necessario sul sistema?",Commerciale,Bassa
TK-232,Procedura per richiedere l'accesso ai moduli amministrativi,"Buongiorno, vorrei capire come devo fare per scaricare i moduli di spesa aziendale. Ho provato a cercare nella cartella condivisa ma non ho trovato la sezione giusta. Potreste indicarmi il percorso corretto? Grazie.",Amministrazione,Bassa
TK-233,Aiuto: Non riesco ad accedere alla sezione pagamenti,"Ciao, ho problemi a visualizzare le fatture di marzo sul portale. Il sistema mi restituisce un errore di autorizzazione e non so come procedere per scaricarle. Potreste indicarmi la procedura corretta o verificare l'accesso al mio account? Grazie.",Amministrazione,Alta
TK-234,Mancato funzionamento del sistema di reportistica dopo l'aggiornamento,"Ciao. Non capisco cosa stia succedendo. Da stamattina il sistema non genera i report e mi blocca completamente. Ho provato a riavviare tutto ma niente da fare. Serve subito una soluzione, sono bloccato sul lavoro.",Tecnico,Alta
TK-235,Assistenza immediata per verifica parametri contabilità progetto Alpha,"Vi scrivo perché ho notato un lieve scostamento nei dati di riconciliazione del bilancio trimestrale. Ho già controllato i collegamenti e mi sembra che il parametro X non stia riflettendo correttamente l'ultima revisione del codice fiscale aziendale (Rif: 4530129876). Potreste gentilmente verificare la configurazione di tale campo? Grazie, Marco Rossi.",Amministrazione,Bassa
TK-236,Chiarimento su configurazione API per integrazione dati esterni,"Buongiorno. Sto riscontrando un comportamento anomalo nell'endpoint di sincronizzazione dei dati che ho implementato ieri pomeriggio. Ho verificato i log e sembra che la gestione degli errori 401 non stia attivando il retry meccanismo previsto, bloccando l'integrazione completa. Potreste darmi una mano a capire dove sta saltando questo passaggio specifico? Grazie.",Tecnico,Media
TK-237,"Errore connessione VPN, non riesco ad accedere ai servizi remoti",Ho bisogno di fare una call su come risolvere un problema con l'accesso alla rete aziendale. Non riesco a stabilire la connessione VPN e questo mi blocca il lavoro sui sistemi esterni. Potete verificare se ci sono problemi noti o indicarmi i passaggi per ripristinare il servizio?,Tecnico,Bassa
TK-238,Non funziona la sincronizzazione dati tra i due sistemi,"Salve, ho notato che non sta avvenendo la corretta sincronizzazione dei dati tra il sistema CRM e l'archivio cloud. Potreste verificare se è necessario un intervento manuale o se c'è qualche aggiornamento da applicare? Grazie.",Tecnico,Bassa
TK-239,Errore connessione stampa non rilevata dopo aggiornamento sistema,"Dopo l'ultimo aggiornamento, ho notato che il mio computer non riesce più a trovare la stampante di rete. Ho già provato a riavviare entrambi i dispositivi senza successo. Potete aiutarmi con un controllo tecnico per ristabilire la connessione?",Tecnico,Bassa
TK-240,Richiesta chiarimenti sullo stato di avanzamento della documentazione fiscale trimestrale,Buongiorno! Eccomi di nuovo. Sto verificando l'accesso ai moduli per la dichiarazione IVA del secondo trimestre. Potreste indicarmi se è già disponibile un preventivo o una procedura aggiornata per il download? Grazie.,Amministrazione,Bassa
TK-241,Mancato funzionamento caricamento report spese mensili,"Ciao, vorrei segnalare che non riesco ad accedere al modulo di compilazione delle spese del mese scorso. Ho provato a rifare il login e cancellare la cache, ma l'errore persiste. Potete verificare se ci sono problemi con il sistema o indicarmi una procedura alternativa per caricare i dati, per favore?",Amministrazione,Bassa
TK-242,Assistenza immediata per l'accesso al sistema ERP dopo aggiornamento,"Vorrei segnalare che, nonostante io sia un utente esperto e abbia seguito tutte le procedure di migrazione, il mio account amministrativo non risulta attivo. È inaccettabile che un problema così basilare blocchi processi critici come questo. Risolvete la cosa subito.",Amministrazione,Alta
TK-243,Errore accesso area clienti dopo aggiornamento,"Vi scrivo perché ho riscontrato un blocco nell'accesso all'area riservata. Non riesco a effettuare il login nonostante le credenziali siano corrette. Potreste verificare la causa di questo malfunzionamento, per favore?",Commerciale,Bassa
TK-244,Assistenza immediata per sincronizzazione dati tra workstation e cloud,"Ciao. Ho un problema di sync tra i due sistemi che mi sta dando fastidio da stamattina. Non so se sia il client o la rete, ma non riesco a farli parlare bene. Potete dare un'occhiata quando potete?",Tecnico,Bassa
TK-245,Assistenza immediata per problemi di accesso al sistema contabile,"Ciao, ho notato che non riesco ad accedere al modulo di registrazione delle spese. Ho verificato le credenziali più volte e il messaggio di errore persiste. Potreste aiutarmi a resettare l'accesso o verificare i permessi utente? Grazie.",Amministrazione,Media
TK-246,Problema con l'accesso al portale interno,"Buongiorno, scusa se disturbo. Non riesco a entrare nel portale aziendale stamattina. Sono super principiante su queste cose e non capisco dove sbaglio. Potete darmi una mano veloce, per favore? Grazie mille!",Amministrazione,Bassa
TK-247,Bloccato su come funziona lo sconto per i nuovi clienti,"Vi scrivo perché non capisco bene l'applicazione dello sconto che avete fatto. Potete spiegarmi un po' meglio come devo procedere io? Grazie mille, sono Mario.",Commerciale,Media
TK-248,Chiarimento su accesso al sistema CRM dopo aggiornamento,"Dopo l'ultimo aggiornamento, riscontro difficoltà nell'accesso completo alla sezione reportistica del CRM. Non mi risulta di aver modificato alcuna impostazione e il problema si è manifestato stamattina. Potreste gentilmente verificare la mia autorizzazione utente? Saluti, Marco Rossi.",Tecnico,Media
TK-249,Errore nell'accesso al portale clienti dopo aggiornamento,"Da stamattina sto provando a connettermi all'area riservata, ma il sistema mi segnala un errore di autenticazione. Non riesco ad accedere per caricare i documenti necessari. Potreste verificare la configurazione del mio account? Grazie.",Commerciale,Bassa
TK-250,Richiesta chiarimenti sulle condizioni tariffarie per nuove partnership,"Vorrei segnalare che ho bisogno di capire meglio alcune clausole relative ai pacchetti aziendali. Ho visionato il vostro sito, ma alcuni dettagli sui costi variabili mi sono sembrati un po' ambigui. Potete inviarmi una documentazione più specifica su questo argomento? Grazie mille.",Commerciale,Bassa
TK-251,Procedura per attivare i crediti promozionali sul mio account,"Ciao. Non capisco proprio come funziona questa cosa dei crediti. Mi avete detto che dovevo farlo ieri e ora non vedo nulla sull'estratto conto. Aiuto, è un casino totale.",Commerciale,Bassa
TK-252,Urgente: non va a caricare nulla sul sistema,"Salve, ho un problema assurdo con l'upload dei file. Mi sta dando errore ogni volta che cerco di salvare qualcosa nel gestionale. Potete dare un'occhiata? Sono super bloccato.",Tecnico,Alta
TK-253,Mancato funzionamento della stampante di rete,"Dopo l'ultimo aggiornamento, non riesco proprio a far andare la stampante. Mi sta dando un errore strano e sono un principiante con queste cose, quindi non so come sistemarlo.",Tecnico,Bassa
TK-254,Info per l'accesso al sistema di fatturazione,"Così non posso lavorare! Ho provato a accedere al portale clienti ma mi chiede sempre credenziali errate, anche se sono sicuro che siano corrette. Potreste aiutarmi con un reset della password o verificare i miei dati utente? Grazie mille.",Amministrazione,Media
TK-255,Procedura per attivare l'accesso ai prezzi B2B,"Vi scrivo perché non riesco proprio a trovare come caricare i nuovi listini. Ho provato un sacco di cose ma mi manda sempre errore. Potreste darmi una mano veloce, che ho urgenza? Grazie mille.",Commerciale,Alta
TK-256,Errore configurazione API per integrazione sistema CRM,"Buongiorno, vorrei segnalare un problema relativo all'integrazione del nostro nuovo modulo di gestione clienti con il CRM. Sembra che ci sia un errore nella mappatura dei campi dati tra i due sistemi. Potreste verificare la documentazione tecnica o aiutarmi a risolvere questa discrepanza? Grazie.",Commerciale,Bassa
TK-257,Urgente: non va l'accesso al sistema CRM dopo l'aggiornamento,"Vorrei segnalare che da stamattina non riesco ad accedere al sistema. Non capisco perché mi stia chiedendo delle credenziali diverse e questo mi sta bloccando tutto il lavoro. Aiuto subito, per favore.",Tecnico,Media
TK-258,Non va l'integrazione API con sistema CRM,"Ciao, ho riscontrato un errore 503 persistente nell'endpoint di sincronizzazione dati tra il nostro sistema e il nuovo modulo CRM. Potete verificare la configurazione dell'autenticazione o c'è stato qualche aggiornamento recente al servizio che potrebbe aver causato questo blocco? Grazie.",Commerciale,Alta
TK-259,Assistenza immediata per blocco accesso al CRM dopo aggiornamento sistema,"Gentile supporto, vi contatto perché non riesco ad accedere al CRM da stamattina. Ho provato a riavviare tutto ma il problema persiste e devo finire un report urgente. Potete darmi una mano con questo malfunzionamento, per favore?",Tecnico,Alta
TK-260,Richiesta urgente: Non riesco ad accedere al sistema dopo l'aggiornamento,"Non volevo proprio dirlo, ma non capisco perché il login mi dia sempre errore. Ho provato a resettare la password e anche quello non ha funzionato. Sono un po' confuso su cosa devo fare ora.",Tecnico,Bassa
TK-261,Non va il sistema di gestione ordini,"Salve, devo parlare con qualcuno subito riguardo al modulo degli ordini. Non capisco perché i dati che inserisco non vengono salvati e mi sta facendo perdere tempo prezioso. Ho bisogno che questo venga sistemato oggi stesso.",Commerciale,Bassa
TK-262,Richiesta chiarimenti sulla gestione delle spese aziendali,"Ho necessità di segnalare un problema. Devo inviare alcune ricevute per il viaggio di ieri, ma non trovo la procedura corretta su portale. Potete dirmi come devo caricare queste spese? Grazie.",Amministrazione,Media
TK-263,Chiarimento su procedura di approvazione spese viaggio,"Salve, devo verificare lo stato attuale della richiesta per le spese relative al viaggio a Milano. Potreste gentilmente indicarmi il flusso aggiornato e i tempi stimati di completamento? Grazie.",Amministrazione,Bassa
TK-264,Chiarimento su procedure di spesa per viaggi fuori sede,Potete dare un occhiata a favore della procedura di richiesta spese? Ho bisogno di capire esattamente come procedere con la documentazione relativa ai prossimi spostamenti. Grazie in anticipo.,Amministrazione,Bassa
TK-265,Errore nell'accesso alla sezione 'Preventivi' del portale clienti,"Gentile supporto, vi contatto perché ho notato che non riesco ad accedere alla pagina dei preventivi. Ho provato a rifare il login più volte ma mi chiede sempre credenziali sbagliate. Potreste verificare se c'è qualche problema con l'account? Grazie.",Commerciale,Bassa
TK-266,Richiesta chiarimenti sulla procedura di accesso al sistema gestionale,"Buongiorno. Sto riscontrando difficoltà nell'accesso all'area riservata, nonostante abbia inserito le credenziali corrette. Potreste indicarmi il procedimento più aggiornato per la verifica dello stato del mio account? Grazie.",Tecnico,Bassa
TK-267,Problema con l'integrazione del nuovo modulo di fatturazione,"Salve, devo segnalare un disallineamento nel flusso dati tra il sistema CRM e il modulo contabile. Nello specifico, i campi relativi alla Partita IVA non vengono correttamente mappati durante la generazione delle transazioni. Potrei avere supporto tecnico per verificare questa anomalia di sincronizzazione?",Commerciale,Media
TK-268,Richiesta urgente: Perché l'accesso al CRM mi dà sempre errore 403,"Ho bisogno di fare una call su questo maledetto sistema che non funziona. Ho speso mezz'ora a cercare la soluzione da solo, ma evidentemente sono troppo 'esperto' per capirlo. Verificate voi perché il mio account è bloccato e se c'è un motivo così banale.",Tecnico,Media
TK-269,Non funziona più il collegamento alla rete Wi-Fi,"Non so più che fare, ho bisogno di assistenza. Non riesco a connettermi al servizio Wi-Fi aziendale nonostante abbia inserito la password corretta diverse volte. Potreste verificare se ci sono problemi lato server o se devo seguire qualche procedura specifica?",Tecnico,Bassa
TK-270,Richiesta urgente: Non trovo dove caricare le ricevute di viaggio,"Buongiorno. Scusa se disturbo, ma non riesco a capire dove devo caricare le foto delle ricevute dei viaggi passati. È un casino questo sistema. Grazie mille.",Amministrazione,Bassa
TK-271,Procedura per attivazione account commerciale non funzionante,"Ho necessità di segnalare un problema urgente con l'accesso al portale clienti. Non riesco ad accedere all'area riservata nonostante abbia ricevuto le credenziali ieri mattina. Mi serve sbloccato subito, ho una riunione tra poco.",Commerciale,Alta
TK-272,Info per attivazione sconto clienti nuovi,"Così non posso lavorare! Vorrei sapere come procedere per applicare uno sconto sui prossimi acquisti. Ho letto sul vostro sito che è disponibile un codice, ma non riesco a trovare la procedura corretta di inserimento nel carrello. Potreste darmi indicazioni su questo punto? Grazie mille.",Commerciale,Bassa
TK-273,Aiuto: Non riesco ad accedere al sistema CRM dopo l'aggiornamento,"Da stamattina sto provando a connettermi al sistema, ma mi dà un errore di autenticazione ogni volta. Ho appena aggiornato il browser e non so come risolvere questo problema. Potete controllare se c'è qualche incompatibilità nota? Grazie.",Tecnico,Bassa
TK-274,Procedura per collegare il nuovo monitor e farla funzionare,"Buongiorno! Eccomi di nuovo. Non capisco come fare a far riconoscere questo secondo schermo, ho solo acceso tutto ma non mi esce niente. Potete darmi una mano con le impostazioni? Grazie mille.",Tecnico,Media
TK-275,Urgente: non va l'accesso al portale amministrativo,"Buongiorno! Eccomi di nuovo. Non riesco ad accedere alla sezione pagamenti nonostante abbia verificato tutte le credenziali e il sistema continua a dare errore 403. Ho sprecato mezz'ora a cercare la causa, ma è chiaramente un problema lato server che deve essere risolto subito.",Amministrazione,Media
TK-276,Errore quando provo ad accedere alla rete aziendale,"Ciao! Scusa se ti disturbo così. Non riesco proprio a entrare nella rete del lavoro e mi sta bloccando tutto il pomeriggio. Ho provato riavviare il PC ma niente da fare. Aiuto, non ci arrivo!",Tecnico,Alta
TK-277,Chiarimento su procedura di approvazione spese viaggio,"Scusate il disturbo. Ho bisogno urgentemente di capire perché l'ultima richiesta di rimborso per la trasferta a Milano non è stata ancora processata. Lavorando con i nuovi sistemi, ho notato che manca un passaggio obbligatorio nel flusso di approvazione e vorrei sapere se devo inoltrare il documento direttamente al CFO o se basta inviarlo via portale. Grazie in anticipo.",Amministrazione,Media
TK-278,Assistenza immediata per accesso al sistema CRM,"Salve, non riesco ad accedere all'area riservata del CRM da questa mattina. Ho provato a resettare la password ma mi chiede sempre credenziali errate. Potreste verificare il mio account utente, per favore? Grazie.",Tecnico,Alta
TK-279,Aiuto: Problema con l'accesso ai dati clienti,"Buongiorno! Eccomi di nuovo. Non riesco ad accedere al modulo dei dati clienti dal CRM, mi chiede sempre credenziali errate anche se sono sicuro che siano corrette. Potreste controllare il mio account per favore? Grazie.",Commerciale,Alta
TK-280,Non va l'accesso al sistema CRM dopo aggiornamento,"Creo questo ticket per segnalare un problema di autenticazione. Non riesco ad accedere all'ambiente CRM nonostante le credenziali siano corrette e il mio account non sia bloccato. Ho verificato la connessione e ho provato con browser diversi, ma l'errore persiste.",Tecnico,Bassa
TK-281,Aiuto: Verifica tariffe e condizioni contrattuali per l'espansione aziendale,"Buongiorno. Vorrei ricevere un confronto dettagliato sulle attuali opzioni di tariffazione relative all'incremento delle nostre linee dedicate. Nello specifico, mi interessa valutare il miglior pacchetto che ci permetta di supportare la crescita del nostro reparto commerciale senza costi aggiuntivi imprevisti.",Commerciale,Bassa
TK-282,Aiuto: Non riesco a collegarmi al Wi-Fi di casa,"Salve, ho un problema con il collegamento internet. Ho provato tutto ma non mi fa entrare nella rete domestica. Sono super principiante e non so da dove iniziare.",Tecnico,Media
TK-283,Errore accesso area clienti dopo aggiornamento sistema,"Ho necessità di segnalare un problema. Non riesco ad accedere alla mia sezione riservata da stamattina. Ho provato a resettare la password ma continua a darmi errore. Potete controllare cosa non va, per favore?",Amministrazione,Media
TK-284,Assistenza immediata per accesso area clienti,"Ciao, ho problemi ad accedere all'area riservata. Non riesco a inserire le credenziali e mi chiede di resettare la password continuamente. Potete aiutarmi con un recupero o devo fare altro? Grazie.",Commerciale,Alta
TK-285,Chiarimento su parametri di connettività VPN remota,"Da stamattina sto provando a stabilire la connessione VPN dal mio laptop e non riesco ad accedere al repository interno. Ho verificato che le credenziali sono corrette e il firewall locale è configurato per l'uscita 443. Potrebbe esserci un problema di routing o forse devo aggiornare i parametri del client? Grazie, Andrea Rossi.",Tecnico,Bassa
TK-286,Chiarimento su problemi di sincronizzazione dei dati tra dispositivi mobili e desktop,"Potete dare un occhiata a questo problema? Non riesco a far sincronizzare le modifiche fatte sul mio tablet con quelle presenti sul PC. Ho provato già a riavviare entrambi i sistemi, ma il problema persiste. Grazie in anticipo.",Tecnico,Media
TK-287,Errore con l'accesso ai dati di progetto,"Buongiorno. Non riesco a recuperare i file che ho salvato ieri pomeriggio, e questo è un problema serio perché devo finire questa relazione oggi stesso. Ho provato ad accedere più volte ma mi dà sempre lo stesso messaggio di errore. Potete controllare cosa non va con il sistema?",Tecnico,Bassa
TK-288,Non va l'integrazione API del modulo di reportistica,"Non so più che fare. Sto cercando di eseguire il batch process sui dati storici e mi ritrovo con un errore 503 intermittente, anche dopo aver verificato le credenziali e i parametri nel pannello di controllo. Ho già tentato di aumentare il timeout del servizio, ma l'errore persiste in modo casuale. Potete verificare se ci sono problemi noti sul lato server o se è necessario aggiornare qualche dipendenza per la connessione esterna?",Tecnico,Bassa
TK-289,Info per configurazione accesso database,"Ho bisogno di fare una call su questo problema subito. Non riesco a collegarmi al nuovo ambiente di staging e mi dà errore 401. Ho provato i credenziali due volte, ma continua a fallire. Grazie.",Tecnico,Media
TK-290,Assistenza immediata per i permessi di accesso ai documenti,"Ciao, ho un problema col recupero dei file. Non riesco ad aprire alcuni documenti che mi servono stamattina e non capisco perché. Potete controllare se manca qualcosa o se devo fare qualche passaggio specifico? Grazie.",Amministrazione,Media
TK-291,Bloccato su configurazione API per integrazione dati,"Ho bisogno di fare una call riguardo un problema che sto riscontrando nell'integrazione dei flussi dati. Non riesco a connettere correttamente il nuovo endpoint del sistema, nonostante abbia verificato tutte le credenziali e i permessi necessari. Potremmo rivedere insieme la configurazione per risolvere l'errore 403? Grazie.",Tecnico,Alta
TK-292,Procedura per richiedere l'approvazione di spese minori,Creo questo ticket perché ho bisogno di capire come inoltrare correttamente le note spese. Ho appena ricevuto la guida interna ma non sono sicuro della procedura esatta da seguire. Potreste indicarmi i passaggi necessari per inviare queste richieste al mio manager?,Amministrazione,Bassa
TK-293,Mancato funzionamento accesso al catalogo prodotti online,"Ciao, ho notato che non riesco ad accedere correttamente alla sezione del catalogo prodotti sul vostro sito. Ho provato a fare il login più volte ma mi dà sempre un errore generico. Potreste verificare cosa sta succedendo? Grazie.",Commerciale,Media
TK-294,Info per i prezzi dei nuovi servizi di consulenza,"Scusate il disturbo. Vorrei sapere se avete un listino aggiornato sui costi per la nuova linea di servizi che mi interessano. Mi serve capire bene le tariffe prima di procedere, grazie.",Commerciale,Alta
TK-295,Assistenza immediata per accesso limitato alla piattaforma CRM,"Vorrei segnalare un problema di permessi sull'account. Non riesco ad accedere a tutte le funzionalità del modulo clienti, nonostante il mio ruolo lo preveda. Potreste verificare la mia assegnazione utente e ripristinare i livelli di accesso completi? Grazie.",Amministrazione,Media
TK-296,Urgente: non va l'accesso al database di produzione,"Buongiorno, ho un problema critico con il sistema CRM. Non riesco ad accedere ai dati del cliente X nonostante le credenziali siano corrette. Ho appena provato a rifare la connessione da capo ma continua a dare errore 403. Serve una verifica immediata.",Tecnico,Alta
TK-297,Richiesta chiarimenti sul perché questo sistema stia ancora fallendo,"Non so più che fare con questa roba. Sembra che ogni volta che provo a generare un report, mi ritrovi bloccato su un errore di memoria che non capisco. Ho seguito tutti i passaggi del manuale e ho anche riavviato il server, quindi è ovvio che il problema sia vostro. Aiutatemi prima che perda la giornata.",Tecnico,Alta
TK-298,Urgente: non va l'accesso al portale clienti,"Ho necessità di segnalare che ho un problema con l'accesso al portale. Non riesco proprio a entrare, anche se ricordo bene le credenziali. Mi serve assolutamente risolvere questa cosa perché devo inviare subito la documentazione ai fornitori.",Amministrazione,Alta
TK-299,Procedura per l'accesso al database interno non funziona,"Ho un problema: da stamattina non riesco ad accedere al sistema di gestione dati. Ho già provato a resettare le credenziali e ho verificato la connessione, ma il codice mi riporta sempre errore 403. Questo è assolutamente inaccettabile perché devo chiudere questa analisi entro oggi pomeriggio. Risolvete subito o chiamatemi.",Tecnico,Alta
